DRG Definition,Provider State,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,NE,125,146171.608,42393.296,38884.112
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,DE,134,116730.4627,44728.01493,40644.02239
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,OR,135,151625.237,51975.0963,49094.20741
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,IA,146,145553.411,43957.63699,40063.29452
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,CO,213,212310.9484,45249.7277,39777.67606
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,KS,234,207771.3504,40651.49145,38939.96154
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,AR,292,122780.6233,34073.47603,32053.76027
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,WV,302,109130.8245,38982.90728,34416.13576
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,WI,323,137122.7028,46485.91641,39627.76471
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,MN,362,159067.1215,50997.28729,43619.44475
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,CT,383,178000.2245,57390.36292,51645.48042
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,WA,388,180603.4768,46338.74485,42558.69588
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,AZ,400,173538.3275,40450.8975,38253.43
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,NV,473,278719.7125,41874.13953,38707.3277
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,MS,481,159501.6445,36944.59044,34784.61746
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,LA,499,142412.6353,35926.68136,32374.34269
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,SC,528,177130.483,41561.35606,36265.89962
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,AL,539,168284.9499,34184.98516,31564.87755
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,KY,559,145900.8497,41269.10555,36804.02147
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,OK,575,153382.9513,36288.64348,32962.56174
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,MD,663,54957.09653,62665.22926,48298.22775
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,MO,756,159393.3836,39863.70635,37103.85847
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,MA,820,98203.33659,50246.28415,47089.12439
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,VA,857,151987.7001,41441.34422,37159.98716
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,IN,891,132063.2166,39605.77217,35502.68013
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,TN,896,136548.4699,35557.7154,32690.91183
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,GA,967,151835.3392,38949.89452,35859.58325
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,NC,1029,116386.7823,39997.63168,35298.23324
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,PA,1186,209633.0961,42913.10118,37400.81282
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,OH,1224,134581.5833,39640.39134,34956.64216
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,NJ,1348,254639.4837,45447.12685,41571.3368
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,IL,1353,151129.0621,40136.89209,36600.96674
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,MI,1581,106815.7894,42621.32321,38706.54206
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,FL,2366,203508.0063,38235.92519,35480.30135
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,TX,2676,191788.1966,39749.32511,35313.30493
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,NY,3281,150811.3529,55680.77415,50985.01158
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,CA,4319,292378.8581,52053.27715,49552.09724
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,AK,461,69489.4013,20693.60087,19121.1974
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,WY,489,36598.1002,15166.77914,13686.17996
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,DC,643,59407.27683,18212.86625,14774.49145
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,VT,739,28538.89039,15780.00541,14245.43843
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,ND,1261,30900.94449,12463.73672,11058.21649
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,MT,1307,31252.83703,12327.04208,10870.78653
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,HI,1411,45941.97236,17532.28561,14773.11977
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,RI,1538,43986.24382,15053.45189,13170.17295
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,DE,1556,35831.97558,14087.20951,12126.82455
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,SD,1577,40323.74255,12920.83196,11600.80596
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,ID,1835,34599.48501,12891.67357,11587.33243
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,NH,1857,34839.98384,12728.24394,11398.72482
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,ME,1889,30605.79354,12853.48756,11463.36316
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,NE,2113,45329.59962,13340.94226,11679.0601
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,NM,2199,40619.77581,14390.40382,12873.39018
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,UT,2799,32615.47839,13055.36656,10962.16542
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,NV,2823,79728.17109,13763.1424,12220.40914
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,WV,3428,34180.63594,12413.94603,10578.69837
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,OR,3904,36884.17316,14252.40574,12730.37013
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,CO,4416,57390.22056,13236.99366,11586.08447
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,IA,4450,34133.43326,11836.41506,10380.58539
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,KS,4744,54713.20278,12245.59528,10997.8242
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,AR,5216,35558.52051,10906.37193,9731.595475
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,MS,5906,45928.59888,11564.33153,10407.07382
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,MN,6128,39281.69142,14310.90649,12499.01191
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,AL,6163,50607.58738,11027.33279,9677.133701
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,LA,6295,44107.26307,11951.70437,10312.61573
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,CT,6409,47344.6274,16525.80543,14607.31253
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,WI,6722,37287.33309,13103.38158,11277.25156
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,AZ,6958,55270.11383,13795.83285,12165.89897
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,OK,7078,46495.07728,12142.13281,10638.74159
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,KY,7449,40090.57793,12127.19331,10549.86602
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,SC,7608,53799.85647,12291.51301,10653.5744
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,MD,8739,20094.22211,18567.76107,17334.60453
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,WA,10155,45228.284,13795.28498,12224.99094
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,MO,10479,46618.41941,12148.19343,10972.72421
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,IN,10625,41310.08584,12201.23981,10845.33412
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,MA,11114,27583.50135,15597.65359,14015.41821
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,TN,11342,41524.6483,11094.66179,9908.820226
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,GA,11609,46390.36101,12180.27082,10858.1709
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,NJ,13381,93805.47246,14581.57768,12900.95815
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,OH,14581,42146.25389,12483.69001,10606.19553
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,VA,15129,40122.34688,12376.35448,10502.17946
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,NC,16715,35174.2883,12601.20132,10732.75064
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,PA,17861,56385.72107,13274.23605,11052.99843
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,IL,19547,52889.43459,13059.11807,11397.56669
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,MI,19845,32183.57697,13246.79743,11685.69277
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,FL,25231,70420.90746,12018.60235,10669.59926
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,NY,27886,54433.98731,17690.75518,15493.0076
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,TX,30774,60849.23565,12727.14301,10981.73169
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,CA,45536,92820.85506,16884.56716,15447.4637
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,AK,180,39483.18889,12485.18333,9998.633333
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,WY,185,23228.91351,9141.378378,7748.351351
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,DC,238,36722.32773,11095.28571,8305.281513
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,ND,341,16586.31378,7207.093842,5927.13783
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,VT,343,17145.80758,8875.763848,7566.655977
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,MT,441,18076.23583,7097.888889,5764.38322
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,RI,452,25586.88717,8819.869469,7295.54646
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,SD,460,23238.58478,7589.004348,6255.667391
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,HI,475,27887.82947,10751.48842,8256.545263
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,DE,537,21158.44134,8285.378026,6545.610801
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,ID,620,21181.52419,7775.256452,6586.472581
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,NV,701,43684.07133,8161.17689,6815.129815
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,ME,725,18000.55586,7490.302069,6287.508966
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,NH,743,23541.65949,7577.320323,6212.934051
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,UT,763,20079.57667,7780.944954,5979.951507
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,NE,775,25728.67742,7421.787097,6020.403871
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,NM,829,24880.65983,8599.045838,7391.634499
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,WV,1093,17976.38792,7302.007319,5602.319305
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,OR,1236,20894.68285,8565.781553,7121.367314
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,CO,1387,33116.74477,7805.467195,6332.617159
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,KS,1537,28190.6311,7028.056604,5808.339623
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,IA,1557,20351.4483,6925.171484,5717.777136
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,MS,1567,27753.68858,7010.876197,5791.57307
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,AR,1612,21192.13524,6530.021092,5391.423077
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,KY,2038,23395.86359,7125.795878,5688.98528
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,OK,2058,24517.45675,7234.479592,5859.706025
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,CT,2068,26733.71035,9443.742263,7922.581721
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,AL,2110,29108.27962,6748.514692,5279.271564
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,MN,2205,20916.43084,8190.419048,6614.278005
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,LA,2348,25282.30792,7412.422061,5892.868825
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,AZ,2415,32557.08116,8423.524638,6823.927122
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,SC,2429,31289.51791,7135.354879,5695.667765
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,WI,2465,22364.35862,7533.192698,6097.003245
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,MO,2832,26844.86299,7119.647246,5929.522246
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,WA,2896,28173.92852,8281.515884,6690.345994
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,IN,3019,25144.91553,7119.819477,5826.943027
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,TN,3217,24234.20329,6653.591545,5423.130867
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,MA,3231,16917.12628,11999.14082,7809.311978
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,GA,3477,26495.40121,7262.758125,6105.786885
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,MD,3585,10509.49149,9729.292887,8576.301255
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,NJ,4020,60255.51866,8586.23607,7045.171393
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,OH,4171,22875.76217,7414.910813,5751.072644
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,VA,4575,23440.26951,7298.580546,5659.413115
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,NC,4734,21488.01373,7526.208703,5881.983312
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,IL,5757,30709.40629,7767.765329,6100.510683
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,MI,5807,18732.1846,7936.818839,6390.876184
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,PA,6550,32575.52229,7915.827634,6037.821679
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,FL,8383,41906.63796,7168.232136,5817.068233
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,NY,8965,33364.40223,10301.68321,8477.379253
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,TX,9443,34669.94398,7670.986657,6159.407815
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,CA,14161,52939.28889,10040.49008,8650.818657
876 - O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,WI,12,65394.83333,22392.58333,18503.58333
876 - O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,AR,13,57535.30769,16880.38462,15383.92308
876 - O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,AL,14,65601.92857,16084.64286,15204.07143
876 - O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,MI,14,52731.64286,21723.21429,19958.21429
876 - O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,NC,14,73569.85714,22126.42857,16384.78571
876 - O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,TN,16,68603.625,18973.1875,14367.3125
876 - O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,MO,18,70545.72222,17885.38889,16623.55556
876 - O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,NJ,19,156246.8421,25438.78947,22389.78947
876 - O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,KY,20,57609.05,18975.45,17425.3
876 - O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,NY,23,59561.73913,25452.17391,22760.30435
876 - O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,OH,26,58285.57692,19052.61538,15535.03846
876 - O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,TX,27,77907.55556,19771.51852,17707.77778
876 - O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,MD,31,30021.19355,27697.6129,26301.25806
876 - O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,PA,33,83934.93939,22316.66667,19003.57576
876 - O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,MN,34,77884.02941,24732.76471,20513.91176
876 - O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,CA,39,145608.3846,30634.48718,24623.35897
876 - O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,IL,40,74188.6,21396.2,18808.7
876 - O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,FL,54,108116.7778,21417.55556,19378.27778
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,WY,12,11001.08333,5050.333333,4121
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,UT,14,19783.21429,6146.857143,4417.357143
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,DC,24,25891.75,7969.333333,5910.208333
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,MT,26,10228.07692,4548.076923,3648.076923
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,ID,27,15496.2963,5175.074074,3994.592593
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,NM,27,19805.40741,6542.037037,5254.666667
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,NE,31,20057.67742,5272.387097,3912.032258
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,DE,36,16409.72222,5379.916667,4272.416667
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,NH,38,23788.57895,5122.921053,3727.842105
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,NV,38,43204.68421,5666.736842,4646.342105
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,OR,43,17433.7907,6393.116279,5036.767442
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,RI,43,19743.81395,6469.372093,4612.813953
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,SD,49,14740.34694,5301.55102,4129.55102
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,WV,52,14961.36538,5291.038462,3950.461538
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,KS,53,18485.37736,4273.45283,3425
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,ME,54,16763.77778,5059.851852,4152.555556
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,IA,60,11757.85,4823.133333,3537.116667
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,LA,61,19946.67213,5593.606557,4102.557377
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,AZ,62,26632.25806,6192.403226,4972.096774
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,CT,68,22454.51471,6251.397059,5111.352941
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,CO,70,35177.54286,6415.242857,5052.171429
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,AR,79,16011.6962,4889.050633,3257.886076
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,SC,82,25299.5,4895.939024,3819
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,WA,97,25208.06186,5477.752577,3998.927835
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,TN,115,19093.93913,4620.043478,3624.443478
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,MS,117,17138.97436,4359.435897,3502.059829
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,WI,125,18607.44,6648.912,4439.448
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,MN,129,16636.73643,5864.573643,4404.356589
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,IN,132,19397.61364,4809.94697,3785.704545
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,OK,138,18094.63768,5134.521739,3978.166667
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,GA,142,22138.98592,5064.070423,3729.21831
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,AL,146,23912.02055,4819.239726,3023
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,KY,148,17771.09459,5183.027027,3694.114865
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,NJ,148,45576.39865,5709.567568,4432.993243
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,VA,154,22545.7987,5112.727273,3881.688312
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,MA,162,14629.68519,6310.290123,5148.135802
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,MD,196,9115.714286,8428.117347,7579.637755
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,MO,216,18743.1713,4871.546296,3845.12963
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,IL,232,20670.86638,5331.685345,4112.474138
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,NC,241,20656.45228,5640.058091,3953.13278
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,MI,243,15736.73251,5388.415638,3922.497942
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,OH,272,22476.50735,5418.672794,3961.231618
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,NY,321,22177.76324,7827.956386,6291.978193
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,TX,321,27885.92835,5767.249221,4108.155763
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,PA,341,29578.96774,5823.88563,4038.803519
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,CA,350,37974.16571,7156.44,5878.52
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,FL,523,27351.30402,4892.565966,3761.445507
881 - DEPRESSIVE NEUROSES,UT,11,21382.72727,4929.727273,2271.909091
881 - DEPRESSIVE NEUROSES,HI,13,10877.61538,7293.769231,6080.461538
881 - DEPRESSIVE NEUROSES,ID,13,17463.23077,5025.461538,4040.846154
881 - DEPRESSIVE NEUROSES,KS,13,14005.53846,4282.153846,3627.384615
881 - DEPRESSIVE NEUROSES,CT,14,22845.78571,6464.357143,5461.642857
881 - DEPRESSIVE NEUROSES,NM,14,18391.5,5912.928571,4579.785714
881 - DEPRESSIVE NEUROSES,NE,16,18881.4375,4640.4375,3707.9375
881 - DEPRESSIVE NEUROSES,SC,18,20261.83333,6060.388889,3970.722222
881 - DEPRESSIVE NEUROSES,AZ,25,20332.32,6542.56,4768.12
881 - DEPRESSIVE NEUROSES,LA,25,16693.04,5137,3788.84
881 - DEPRESSIVE NEUROSES,CO,27,22104.66667,5019.148148,3688.259259
