DRG Definition,Provider State, Total Discharges ,Average Covered Charges,Average Total Payments,Average Medicare Payments
774 - VAGINAL DELIVERY W COMPLICATING DIAGNOSES,MA,101,15488.7,7289.07,5563.34
774 - VAGINAL DELIVERY W COMPLICATING DIAGNOSES,CA,102,41029.22,10302.17,8317.52
774 - VAGINAL DELIVERY W COMPLICATING DIAGNOSES,FL,103,35776.94,8043.35,6235.89
774 - VAGINAL DELIVERY W COMPLICATING DIAGNOSES,NC,105,14867.61,5479.39,3922.56
774 - VAGINAL DELIVERY W COMPLICATING DIAGNOSES,PA,117,28378.34,7827.53,5610.45
774 - VAGINAL DELIVERY W COMPLICATING DIAGNOSES,MI,119,15152.8,6335.76,4531.41
774 - VAGINAL DELIVERY W COMPLICATING DIAGNOSES,TX,147,18761,9952.21,8201.99
774 - VAGINAL DELIVERY W COMPLICATING DIAGNOSES,NY,149,17858.89,8012.32,6005.76
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,DC,20,16943.4,6650.9,4575.1
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,SD,20,8902.8,4514.15,3306.6
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,ND,21,6144.14,4207.86,2553.14
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,DE,24,10086.92,4428.92,3050.13
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,NV,25,17696.64,5062,3679.84
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,VT,27,8939.63,5000.67,3463
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,NE,31,9226.35,4856.35,2506.61
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,UT,31,8911.48,4668.58,2486.58
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,ID,42,9147.31,4422.07,2931.1
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,RI,45,16290.96,13106,11503.4
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,WV,46,8214.17,4462.54,2602.76
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,CT,48,17546.06,5824.44,3980.31
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,ME,48,9514.29,4515.67,2833.5
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,NM,48,9640.48,6524.54,5185.48
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,OR,50,12707.5,5132.86,3506.08
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,KS,56,13797.13,3954.25,2513.23
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,NH,59,10252.51,4099.07,2626.19
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,MS,64,11771.02,4133.02,2845.84
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,SC,64,13603.97,4183.64,2757
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,CO,66,15731.06,4871.88,3077.98
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,IA,67,9754.69,4100.06,2759.91
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,AZ,70,16036.29,5375.81,4006.61
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,OK,94,12403.55,4571.98,3172.19
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,TN,95,12004.42,5176,3723.75
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,VA,98,10946.66,4399.28,2522.95
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,AR,105,12631.37,4074.8,2599.31
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,MD,117,8654.88,8059.8,6452.19
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,WA,118,15025.03,8106.8,6697.87
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,LA,121,13194.14,8466.26,6935.11
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,MN,121,11841.72,4860.26,3020.69
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,KY,122,10476.26,4246.24,2796.35
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,AL,123,11783.33,3908.02,2541.09
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,NJ,126,24313.79,5224.32,3548.57
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,WI,140,11159.48,4547.57,2925.08
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,IN,161,13334.16,6006.19,4582.52
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,GA,164,13285.47,5033.71,3351
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,MO,165,12143.98,4322.94,2971.21
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,IL,208,13755.99,4734.13,3145.84
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,NC,210,10076.7,4385.93,2851.4
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,OH,216,13018.5,4782.39,2971.21
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,MA,263,11932.8,5499.96,4077.56
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,FL,268,17006.56,4892.26,3510.61
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,MI,289,10897.45,4859.26,3304.46
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,PA,336,15196.33,5311.55,3442.13
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,NY,371,12618.38,6165.47,4573.34
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,CA,386,23081.49,6572.3,5028.74
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,TX,387,14397.13,5562.59,4114.61
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,SC,12,16545,6128.33,4959.42
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,WA,13,32469.15,7011.08,5581.31
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,VA,14,16867,6312.29,4878
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,MO,16,26989.44,6846.56,4903
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,TN,17,18192.76,6738.88,6370.88
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,AL,18,32754.5,5331.56,4782.44
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,IN,18,16480.22,6145.89,5646.89
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,OK,18,26032.94,6622.56,6098.33
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,MD,19,11613.21,10852.16,9648.53
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,IL,20,26731.95,6389.95,5849.85
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,NJ,20,55088.5,8439.7,7269.4
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,GA,22,13863,6163.09,4649.14
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,MA,22,11585.27,8316.64,7172
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,CA,23,40338.83,9084.78,8290.96
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,LA,23,17327.78,6758.87,5160
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,OH,23,12266.61,6166,5052.57
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,MN,24,15062.88,6744.29,5760.75
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,FL,28,29496.18,6402.14,5784.25
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,MI,30,14856.4,6327.43,5411.43
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,PA,33,32587.27,7450.82,6202
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,NC,34,13140.12,6648.59,5492.38
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,NY,48,15469.65,8517.83,7638.04
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,TX,53,30751.77,8483.15,6507.98
777 - ECTOPIC PREGNANCY,FL,15,42268.07,7515.73,6417.73
778 - THREATENED ABORTION,IN,11,12088.73,4916.55,3614.73
778 - THREATENED ABORTION,GA,13,8184.31,4829,3825.31
778 - THREATENED ABORTION,MI,14,12562,5586.57,4383.86
778 - THREATENED ABORTION,NC,15,11031.27,4302.07,3115.73
778 - THREATENED ABORTION,FL,18,20836.22,6194.72,4613
778 - THREATENED ABORTION,NY,19,11182.84,8036.37,6671.63
778 - THREATENED ABORTION,CA,21,24262.24,7134.52,5430.24
778 - THREATENED ABORTION,TX,37,22558.95,14775.41,12532.05
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,NE,12,24414.5,6192.58,4563.08
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,NV,12,51204,6153.17,5196.5
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,RI,12,19096.67,13899.58,12064.25
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,ID,13,12702.77,5231.85,4548.46
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,DC,14,28249.29,10827.79,7123.43
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,NH,18,17889.44,7445.11,4953.78
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,NM,18,10954.61,8674.17,7152.33
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,WV,19,15445.11,6752.11,4905.05
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,OR,20,22679,8933.8,6438
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,CO,25,30868.36,7570.96,5445.52
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,IA,25,16211.76,5523.56,4480.52
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,KS,25,24687.2,5524.24,3904.88
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,ME,25,10727.84,5786,4421.48
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,AZ,31,23633.13,6890.65,5998.19
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,TN,37,25626.84,7806.24,6573.46
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,AR,41,14298.93,6736.73,4950.1
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,WI,41,15604.44,5789.2,4696.68
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,CT,43,55812.91,14415.12,12185.21
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,KY,48,17492.9,6143.65,4619.1
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,SC,48,15037.75,5547.98,4379.21
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,OK,50,19213.94,6933.56,5906.68
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,IN,54,22648.37,6356.59,4916.98
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,LA,56,17447.14,11175.36,9876.48
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,MS,56,15977.43,6428.13,4951.39
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,MN,57,17686.79,6378.02,5142.89
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,WA,57,24216.63,6465.4,5283.67
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,AL,60,12402.67,5240.67,4222.62
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,OH,61,17428.18,6974.64,5204.92
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,VA,62,20600.44,6810.11,4152.29
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,NJ,64,43382.19,7123.77,5742.55
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,MD,66,10214.65,9450.52,8347.79
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,GA,70,23697.29,5889.14,4892.24
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,IL,81,22336.75,7043.11,5715.89
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,NC,86,14615.73,6311.1,4650.27
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,MO,87,15595.68,6556.1,5546.93
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,MA,106,18407.92,8265.03,6856.04
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,PA,134,29711.45,7998.92,5231.27
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,CA,146,44824.18,9274.64,7752.08
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,MI,155,17920.41,7035.12,5758.01
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,FL,173,26901.42,6731.43,5383.97
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,NY,198,26176.2,9540.07,7452.25
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,TX,200,26090.7,13164.15,11353.83
799 - SPLENECTOMY W MCC,IL,11,158025.18,38204.09,35430
799 - SPLENECTOMY W MCC,KY,12,151912.25,46260,41695.5
799 - SPLENECTOMY W MCC,VA,12,111254.17,33272.92,30734.83
799 - SPLENECTOMY W MCC,NJ,14,264812.79,40980.36,38393.86
799 - SPLENECTOMY W MCC,AR,15,115161.07,29082.67,24595.2
799 - SPLENECTOMY W MCC,AZ,15,187142.33,32264.87,30954.87
799 - SPLENECTOMY W MCC,GA,16,147481.44,35787.56,34530.5
799 - SPLENECTOMY W MCC,MO,17,144613,43114.06,37014.82
799 - SPLENECTOMY W MCC,NC,17,108649.29,38491.06,35702.82
799 - SPLENECTOMY W MCC,NY,17,145793.94,47223.71,43928.29
799 - SPLENECTOMY W MCC,AL,18,217939.06,38276.67,36359.06
799 - SPLENECTOMY W MCC,MI,21,117655.57,36319.1,35008.71
799 - SPLENECTOMY W MCC,IN,22,117070.68,36270.55,28758.59
799 - SPLENECTOMY W MCC,PA,23,256067.83,47361.13,39720.04
799 - SPLENECTOMY W MCC,OH,29,124577.14,32964,30486.66
799 - SPLENECTOMY W MCC,FL,30,179306.57,36096.4,31182.83
799 - SPLENECTOMY W MCC,TX,34,194440.68,36039.18,34492
799 - SPLENECTOMY W MCC,CA,36,382305,58103.06,55897.5
800 - SPLENECTOMY W CC,MA,12,49672.25,23201.75,19446.5
800 - SPLENECTOMY W CC,MO,12,95721.42,20050.58,16502.75
800 - SPLENECTOMY W CC,WA,12,72155.92,19450,16221.75
800 - SPLENECTOMY W CC,WI,12,56372.25,17083,16067.58
800 - SPLENECTOMY W CC,NJ,13,152112.46,22990.15,21376.62
800 - SPLENECTOMY W CC,GA,15,85959.6,19947.13,18947.73
800 - SPLENECTOMY W CC,IL,15,98780,17687.4,14742
800 - SPLENECTOMY W CC,OH,15,84416.33,21366,18552.6
800 - SPLENECTOMY W CC,NY,16,100188.94,27544.38,19525.75
800 - SPLENECTOMY W CC,PA,21,100168.43,18390.86,15737
800 - SPLENECTOMY W CC,FL,22,104176.14,18295.18,16478.59
800 - SPLENECTOMY W CC,TX,24,99371.29,17248.25,14721.71
800 - SPLENECTOMY W CC,CA,29,182434.69,26070.79,24550.21
801 - SPLENECTOMY W/O CC/MCC,FL,12,61139.83,9592.92,8507.67
801 - SPLENECTOMY W/O CC/MCC,NC,12,42821.83,11168.58,9581.75
801 - SPLENECTOMY W/O CC/MCC,CA,13,108587.69,15583.31,14581.31
801 - SPLENECTOMY W/O CC/MCC,TX,13,72926,10612.08,9825.46
801 - SPLENECTOMY W/O CC/MCC,NY,14,47553.14,15651.07,10506
802 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,SC,11,69144.64,19906.91,19028.36
802 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,KY,12,67322.5,22558.33,21253.75
802 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,TN,13,54494.92,18442.46,17896.54
802 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,AL,14,74402.86,20572.71,16278.14
802 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,MN,14,64451.71,26388.43,25166.07
802 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,WI,14,81449.71,24908.29,23469.14
802 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,MA,15,94267.67,40520.33,38574.33
802 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,AZ,17,107402.47,25159.41,24134.59
802 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,MO,18,97378.72,23596.5,23186.22
802 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,GA,19,70216.84,21244.95,18153.58
802 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,IN,19,93723.16,25055.05,23657.37
802 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,NC,20,63386,23090.95,20275.6
802 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,MD,26,29479.38,27242.38,25961.35
802 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,NJ,29,137153.69,27520.59,22521.55
802 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,VA,29,96291.76,22851.86,18897.66
802 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,OH,41,75116.12,26097.68,21823.22
802 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,PA,44,122661.57,26530.64,22708.27
802 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,TX,46,91775.74,21446.98,20005.65
802 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,IL,48,81514.85,25269.19,21619.5
802 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,MI,50,54071.58,23671.78,22558.64
802 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,NY,55,139303.02,38341.65,34548.69
802 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,CA,70,195690.37,38670.16,34203.1
802 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,FL,71,144689.44,26336.94,24561.8
803 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,IA,11,38827.55,11793.27,10801.91
803 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,OK,11,64812.45,14559.73,11487.45
803 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,WA,11,72448,16841.45,12999.73
803 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,MN,14,49481,17630.57,15887.64
803 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,SC,14,49607.5,12903.93,11438.21
803 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,AZ,15,71480.13,14888,9254.8
803 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,TN,16,57285.63,12685.5,9830.88
803 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,KY,17,50569.94,12431.12,11186.65
803 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,IN,18,46366.17,12749,11635.83
803 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,GA,21,50527.76,12753.86,10728.14
803 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,MO,24,46135.67,11756.5,11120.42
803 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,AL,25,53077.84,11103.68,8790
803 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,LA,25,55731.72,11424.6,10414.68
803 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,NC,25,38646.04,12601.12,11036.72
803 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,MA,26,36092.5,17464.08,15147.08
803 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,MI,32,32137.09,13440.47,12275.81
803 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,NJ,32,84542.06,14582.63,12339.38
803 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,MD,35,18957,17726.8,13838.57
803 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,OH,39,45344.87,13018.05,10706.18
803 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,VA,40,52524.08,12645.6,11206.28
803 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,IL,49,61347.24,15103.69,12000.8
803 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,NY,52,64632.77,18781.81,15995.15
803 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,PA,54,74275.22,14544.15,12141.41
803 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,CA,68,98275.21,17321.99,15552.62
803 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,TX,77,67190.22,14129,12297.71
803 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,FL,90,73919.68,12329.74,10509.88
804 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC,MD,12,15681.08,14468.25,13320.58
804 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC,SC,12,39283.33,9755.83,6805.58
804 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC,TN,13,34226.62,8279,6259.23
804 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC,MI,15,32524.67,9305.07,7115.8
804 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC,IL,17,37212.65,10025.35,8168.53
804 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC,NC,17,41456.29,8811.47,7396.88
804 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC,OH,18,42636.33,8525.67,7315.67
804 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC,GA,19,36917.26,8603.74,6918.84
804 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC,PA,19,55884.21,11924.79,7506.21
804 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC,NJ,21,53319.52,9609.48,8320.05
804 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC,TX,28,40534.46,8295.21,7354.5
804 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC,NY,33,47702.52,12850.7,9497.36
804 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC,CA,40,79534.1,12500.3,10785.63
804 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC,FL,43,60508.7,7950.23,6452.35
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,HI,17,30835.53,21525.76,19051.88
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,VT,19,32480.63,19176.26,18153.53
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,UT,20,53243.45,17449.95,15589.45
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,ID,22,53910.59,15526.32,14570.32
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,MT,26,36296.73,14762.35,12118.15
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,ND,27,34978.44,14521.33,13444.37
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,DC,28,83479.96,27606.29,16375.68
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,DE,28,48924.5,17662.39,14998.89
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,ME,33,56554.45,19986.12,18210.06
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,NM,33,35112.12,15945.82,14813.09
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,SD,33,33980.21,15635.39,14804.21
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,RI,37,65320.08,22078.46,20046.89
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,NH,42,59802.26,20166.43,18809.1
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,NE,44,65383.27,17766.3,16573.39
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,WV,50,33473.28,14424.54,12667.34
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,NV,56,91532.96,15744.27,14356.79
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,OR,68,50379.47,21983.22,18714.37
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,KS,75,70516.47,17680.89,14276.47
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,IA,81,40990.04,14026.74,13151.65
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,MS,82,74678.21,17682.2,15762.1
