,DRG Definition,Provider State, Total Discharges ,Average Covered Charges,Average Total Payments,Average Medicare Payments,Percent Actually Paid,Percent Covered by Medicare
23949,820 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W MCC,MA,36,158991.81,56251.56,51108.53,0.6461983796523859,0.32145385350352323
23950,820 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W MCC,NC,45,138412.64,52518.91,44430.09,0.6205627607420825,0.32099734532915486
23951,820 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W MCC,NJ,46,234670.72,50797.87,45463.3,0.7835355429088043,0.19373230712378606
23952,820 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W MCC,MI,55,133126.75,51494.58,45946.53,0.6131913383298248,0.34513371655208286
23953,820 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W MCC,IL,61,182405.11,47868.67,45192.16,0.7375694683114964,0.24775709408579621
23954,820 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W MCC,PA,61,280611.69,53886.44,46072.85,0.8079679431744272,0.164187208309105
23955,820 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W MCC,TX,61,167937.64,45140.72,36485.2,0.7312054641234687,0.21725445230741597
23956,820 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W MCC,NY,74,244005.14,67693.55,57618.19,0.7225732621861982,0.23613514862842644
23957,820 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W MCC,FL,77,223282.48,44757.57,40960.92,0.7995473267763776,0.1834488760604952
23958,820 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W MCC,CA,100,285607.01,61193.25,53158.51,0.7857431790627268,0.18612466829858273
23959,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,ME,12,45407.17,15702.58,14309.17,0.6541828085740643,0.3151301875893169
23960,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,OR,13,52521.38,20173.31,18399.69,0.6159028951638361,0.3503276189620303
23961,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,AR,14,45025.21,14130.93,12387.5,0.686155156189166,0.27512364739664735
23962,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,CO,14,104266.43,19630.07,16815.71,0.8117316378819146,0.16127635711705102
23963,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,WI,14,48362.5,17419.86,15491.0,0.6398064616179892,0.3203101576634789
23964,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,WV,14,66715.93,14635.71,12203.86,0.7806264560802795,0.18292272924922132
23965,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,CT,17,55242.59,20375.53,18829.53,0.6311626591005237,0.3408516870769455
23966,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,KS,17,78054.06,14766.59,13708.59,0.8108158627494841,0.1756294291418025
23967,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,IN,19,101362.53,22952.74,15124.37,0.7735579409866742,0.1492106599943786
23968,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,MD,19,29895.05,28008.47,21429.21,0.06310676851184387,0.7168146566070303
23969,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,SC,19,96633.05,18554.0,14114.53,0.8079952976750708,0.14606317403828192
23970,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,LA,20,71419.15,18361.0,13181.35,0.7429120901046848,0.18456324389186934
23971,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,WA,21,61444.33,18041.29,16380.62,0.7063799051922285,0.26659286544421595
23972,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,GA,23,63600.09,15503.48,13196.17,0.7562349361455306,0.20748665607234204
23973,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,AL,27,74671.44,14154.11,12872.37,0.8104481445650439,0.17238679205865054
23974,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,VA,30,85198.07,17789.0,14868.3,0.7912041904235624,0.17451451658470665
23975,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,NJ,32,133493.81,19345.91,17703.94,0.8550800969722866,0.13261993196538474
23976,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,OH,33,91138.3,18889.67,15800.33,0.7927362042083296,0.17336652099062633
23977,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,AZ,34,79280.06,17398.88,14712.74,0.7805390157373745,0.1855793247381498
23978,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,TN,34,56072.47,15342.21,12573.56,0.7263860500527264,0.22423766957296512
23979,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,MO,35,73161.97,16920.37,14416.97,0.7687272499633349,0.19705551941808017
23980,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,NC,41,55993.44,18419.83,14362.56,0.6710359284944808,0.2565043333647656
23981,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,MA,50,97158.68,26129.66,23712.28,0.7310620111347745,0.2440572473812942
23982,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,MI,55,56536.04,19122.44,17266.24,0.6617654862279,0.3054023592738367
23983,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,MN,56,53977.29,22293.0,17952.13,0.5869929742675114,0.33258672304593284
23984,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,IL,65,99116.09,20851.92,18414.2,0.7896212411123159,0.18578416481118254
23985,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,TX,66,118118.35,18146.76,13941.23,0.8463679860072546,0.11802763922794383
23986,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,PA,74,112857.68,21955.28,16703.42,0.8054604702134582,0.14800428291632434
23987,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,NY,76,77959.99,24633.08,18823.83,0.6840292052371992,0.24145500788288968
23988,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,FL,79,88088.53,15581.86,12577.04,0.823111363079847,0.14277727191042922
23989,821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,CA,107,150944.21,25186.13,22229.92,0.8331427883189424,0.14727242601753324
23990,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,KS,11,40008.64,9127.36,7106.82,0.7718652771001463,0.17763213145960471
23991,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,MS,11,35259.27,8611.09,7059.82,0.7557779840592275,0.20022592640176612
23992,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,OR,11,34079.45,13886.18,10015.45,0.592535090795186,0.2938853179848854
23993,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,IA,12,30382.5,9499.92,8231.33,0.6873226363860776,0.2709233934008064
23994,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,NE,12,35551.67,8026.75,6934.42,0.774222983055367,0.19505187801304413
23995,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,UT,12,28941.25,10244.75,7793.58,0.6460156351228783,0.2692896816827193
23996,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,CO,15,56798.27,9941.33,6950.47,0.8249712535258555,0.12237115672713272
23997,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,KY,15,63673.47,8812.0,7322.0,0.8616064115871178,0.11499294761224729
23998,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,AR,16,23846.44,8723.44,6513.0,0.6341827123880964,0.27312252898126516
23999,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,TN,16,46852.19,8889.31,7845.94,0.8102690610620337,0.1674615423526627
24000,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,IN,18,43741.67,8737.56,7538.06,0.8002463097545202,0.1723313261702171
24001,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,CT,19,40475.95,15665.21,8991.21,0.6129748653212587,0.22213709622627759
24002,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,NJ,19,55656.68,10674.58,8722.05,0.8082066698911973,0.15671164719131647
24003,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,AZ,22,47535.5,11533.0,7150.5,0.7573813255356523,0.15042441964426587
24004,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,WI,22,33498.86,9490.41,7858.77,0.7166945382618991,0.23459813259316886
24005,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,GA,23,45052.87,10239.43,7090.57,0.7727241349996127,0.15738331431493707
24006,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,AL,24,40155.04,8227.63,6880.42,0.7951034291087744,0.1713463615028151
24007,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,MD,25,22043.6,20489.4,17812.16,0.07050572501769209,0.8080422435536846
24008,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,OH,25,51571.04,10488.44,7646.76,0.7966215147105817,0.14827624185977245
24009,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,MO,28,45313.79,9280.89,7339.82,0.7951861894579995,0.16197762314739067
24010,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,VA,28,47783.61,10237.57,7177.64,0.7857514323425961,0.15021133815548887
24011,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,WA,28,50889.21,11156.61,8535.61,0.7807666890486215,0.1677292691319044
24012,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,MI,30,37599.77,11173.07,9454.1,0.7028420652573141,0.25144036785331403
24013,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,IL,33,51426.55,11049.52,8048.39,0.7851397770217912,0.15650262364479048
24014,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,SC,34,47219.38,10717.29,8068.82,0.7730319627237799,0.17087941434216206
24015,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,FL,42,69472.95,10104.5,6824.98,0.8545549023037023,0.0982393866965488
24016,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,MN,42,34380.9,11671.26,9960.88,0.6605307016395731,0.2897213278302778
24017,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,NY,45,48470.27,13980.98,10792.11,0.7115555576645229,0.2226542166981946
24018,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,TX,48,49448.92,8720.6,6899.44,0.8236442777718906,0.13952660644560083
24019,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,NC,51,41170.14,10386.71,8296.25,0.7477125411766877,0.20151133807171898
24020,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,MA,54,37981.41,12686.65,10511.02,0.6659773820929765,0.2767411741691527
24021,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,PA,70,67816.29,11511.04,9245.61,0.8302614312873795,0.13633317304736076
24022,822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,CA,86,98661.12,16663.35,11291.95,0.8311052013194254,0.11445187324044163
24023,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,DC,11,351773.82,80544.73,67222.18,0.7710326197668719,0.19109489159824342
24024,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,ME,11,106521.64,51021.0,30363.64,0.5210269012005447,0.2850466815944629
24025,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,SD,11,114702.18,32953.91,31226.45,0.7127002294115072,0.272239376793013
24026,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,DE,15,81813.53,37861.2,28157.93,0.5372256887094348,0.3441720458706525
24027,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,OR,15,112373.0,37587.47,36600.33,0.6655115552668346,0.32570395023715665
24028,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,UT,15,81123.67,36670.13,33510.0,0.5479724968064191,0.4130730278844633
24029,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,NE,16,94254.06,37991.75,29089.94,0.5969218726493055,0.30863328327713413
24030,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,NV,17,257758.71,38015.82,35357.82,0.8525139266874823,0.13717410364134738
24031,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,WV,18,100737.5,35702.11,27597.44,0.645592654175456,0.2739539893287008
24032,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,MS,20,110615.4,33589.8,30841.35,0.6963370380616081,0.27881605996994996
24033,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,LA,27,139295.33,40390.67,32418.67,0.7100357205083616,0.23273335868474557
24034,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,KS,28,168378.79,31428.0,30503.04,0.8133494129515957,0.18115725858345935
24035,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,CO,30,182440.27,41479.5,34096.4,0.7726406565831108,0.18689075608142874
24036,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,IA,31,132571.55,34711.35,32960.74,0.7381689359444012,0.24862604382312797
24037,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,SC,31,121612.58,29594.26,27386.0,0.7566513266966296,0.22519051894137926
24038,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,KY,32,98598.91,31394.44,27546.13,0.6815944517033707,0.27937560364511127
24039,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,WI,33,90947.94,30613.94,28725.52,0.6633905067008664,0.3158457464786998
24040,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,AL,35,96329.6,26886.0,23397.2,0.720895757897884,0.2428869215692788
24041,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,AR,35,137192.11,40282.11,35420.17,0.7063817299697482,0.2581793515676667
24042,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,MD,35,43180.06,39848.89,38082.66,0.07714602527184998,0.8819501408752096
24043,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,OK,35,169014.74,34979.34,32946.23,0.7930397076610005,0.1949311048255318
24044,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,CT,43,163989.09,46875.14,41940.4,0.7141569600758196,0.2557511600314387
24045,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,AZ,44,154912.68,37241.45,34455.95,0.7595971485355492,0.22242175398424455
24046,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,TN,45,102045.71,27534.09,23958.02,0.7301788580823242,0.2347773365484938
24047,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,MN,47,121975.94,43303.53,40363.74,0.6449830187822287,0.33091558876283306
24048,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,IN,50,114491.06,32599.98,30973.32,0.7152617855053487,0.2705304676190438
24049,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,WA,55,128351.85,36745.44,33091.27,0.7137132031988631,0.2578168526593111
24050,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,GA,58,135843.09,35009.55,31123.72,0.7422794932005743,0.22911522404268042
24051,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,VA,62,142146.47,46076.37,32490.56,0.6758528720410715,0.22857099441160939
24052,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,MA,64,103273.05,45559.59,40174.84,0.558843376853884,0.38901572094559034
24053,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,MO,70,106448.67,28865.9,26612.94,0.7288279881749579,0.2500072570188054
24054,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,NJ,84,212268.52,37109.02,33892.81,0.8251788819180537,0.15966950728256832
24055,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,OH,91,97301.74,30984.9,28332.99,0.681558623720398,0.29118687908356006
24056,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,NC,92,97094.55,34841.66,29539.18,0.6411574079080649,0.3042310819711302
24057,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,MI,96,114397.24,38999.46,35910.78,0.6590874045562637,0.3139129930057753
24058,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,IL,97,132541.7,35764.62,31648.81,0.7301632618262781,0.23878379408140984
24059,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,PA,107,206673.19,40431.56,33056.07,0.8043695943339337,0.15994367726167094
24060,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,FL,140,186163.22,35462.54,30169.47,0.8095083443442802,0.16205924027313237
24061,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,NY,150,169215.43,49558.23,41794.58,0.7071293675759946,0.24699036015805417
24062,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,TX,154,166028.82,34347.86,28498.09,0.793121097891318,0.17164544083370586
24063,823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,CA,191,287204.31,52026.02,47448.59,0.8188536237495879,0.16520848868876653
24064,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,RI,11,42964.91,19042.82,17452.09,0.5567820344555593,0.40619403136187177
24065,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,SD,12,63235.75,17048.17,15525.92,0.7304029761645905,0.24552440668450995
24066,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,UT,12,56403.83,17194.5,15044.0,0.6951536801667546,0.26671947631924997
24067,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,NH,14,67429.21,18518.43,16959.86,0.7253648678369508,0.25152096546882274
24068,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,KS,15,81268.07,16460.07,14462.73,0.7974595680689845,0.1779632517420433
24069,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,NM,15,70323.13,17700.53,15024.53,0.7482971818802718,0.21364990437712314
24070,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,NE,16,45570.31,15653.56,14396.13,0.6564965215290395,0.31591029334669873
24071,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,OR,20,77275.35,25500.0,21686.5,0.6700112002080871,0.2806392983014635
24072,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,NV,23,123320.35,21838.91,18972.17,0.822909114351362,0.15384460066809733
24073,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,WV,24,50261.92,17024.25,14989.88,0.6612893021197758,0.29823532407834796
24074,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,LA,25,61139.04,15806.56,13689.68,0.7414653550333797,0.22391061423273903
24075,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,MS,29,82698.48,18912.17,15203.45,0.7713117580879358,0.1838419521132674
24076,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,WA,29,107507.24,25392.59,22187.48,0.7638057678720057,0.20638126325259581
24077,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,IA,31,65107.0,18193.23,15489.65,0.7205641482482683,0.23791067012763603
24078,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,CO,34,94708.06,19276.38,14818.56,0.7964652638856713,0.15646566934218692
24079,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,OK,34,83256.94,18135.71,14583.97,0.7821717925256442,0.17516822021083167
24080,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,CT,36,72220.5,21205.81,16990.42,0.7063740904590802,0.23525757921919674
24081,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,SC,37,64619.35,15625.14,13504.81,0.7581971963506288,0.2089901863760623
24082,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,AR,38,61499.87,18890.32,16281.53,0.6928396759212662,0.2647408848181305
24083,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,AL,39,80514.03,14661.77,13507.1,0.8178979489661615,0.16776082379679666
24084,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,KY,43,78460.74,15768.4,13975.88,0.7990281508943199,0.1781257734760085
24085,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,IN,44,71036.68,15010.05,13944.84,0.7887000068133814,0.19630478226178366
24086,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,AZ,45,71163.64,16919.91,14090.84,0.7622393964108637,0.19800617281521857
24087,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,MD,55,33836.69,31191.65,30124.85,0.07817076670324434,0.8903013267550696
24088,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,WI,57,65503.86,16974.05,14368.28,0.7408694693717286,0.21935012684748656
24089,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,GA,59,67610.42,15786.97,13289.0,0.7665009328443751,0.19655254323224142
24090,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,MN,63,54532.95,19312.98,16669.65,0.6458475105417918,0.3056803272150141
24091,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,TN,65,69225.97,14860.06,13281.92,0.7853398081673685,0.1918632559428203
24092,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,VA,66,73147.71,17899.26,14471.44,0.7552997899729192,0.19783859262306366
24093,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,OH,81,64496.67,17373.27,14767.64,0.7306330698933758,0.22896748002648817
24094,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,NC,82,60020.13,18496.57,14790.88,0.6918272252992455,0.24643198873444624
24095,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,MI,85,52850.53,17640.58,15521.14,0.6662175384050074,0.2936799309297371
24096,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,MO,85,78551.86,17963.24,15440.18,0.7713199916590134,0.19656033606333448
24097,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,MA,87,53523.14,23209.69,19722.2,0.5663615774410844,0.3684798761806576
24098,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,NJ,88,120331.34,19988.16,17879.17,0.833890655584821,0.14858282139964535
24099,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,PA,138,88515.43,19019.51,15357.34,0.785127745524142,0.17349901593428402
24100,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,IL,144,72611.41,18075.76,15220.17,0.7510617133037357,0.2096112718373049
24101,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,TX,164,104325.6,18514.28,13760.84,0.822533683007814,0.13190281196561535
24102,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,FL,168,87288.7,16041.6,13560.45,0.8162236349034868,0.15535172364807817
24103,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,NY,171,90370.7,24635.35,20823.33,0.7273967115447817,0.2304212537913284
24104,824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,CA,202,126591.81,24273.56,21593.49,0.808253314333684,0.17057572681834632
24105,825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,OK,11,59482.45,10690.73,8943.82,0.8202708529994982,0.15036065259584971
24106,825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,UT,11,34103.64,11289.91,9776.91,0.6689529328834107,0.2866823013613796
24107,825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,AZ,12,42071.33,10853.08,7887.75,0.7420314499208843,0.18748515913331001
24108,825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,CO,13,69997.54,9551.54,8079.0,0.8635446331399647,0.11541834184458484
24109,825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,KS,13,49654.85,8967.46,7977.38,0.8194041468255366,0.1606566125967554
24110,825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,MN,13,36146.0,13473.77,10098.08,0.6272403585458972,0.2793692248104908
24111,825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,VA,14,44541.36,10883.07,8539.21,0.7556637246819585,0.1917141730741944
